Machine,IP,OS,Reg_Date,Vendor,Model,Serial,Tag,Warranty_Expiration,Warranty_Extension,Ship_Date,CPU,Disk,RAM,NIC,UUID,Building,Room,Rack,Size,Function,Level,Priority,Service,Department,Contact,Authorized_Requesters,Solutionary,Backup,Chef_Org,Hosting_Type
ici-devel.oit.umn.edu,192.168.53.229,rhel-x86_64-server-6,2013-02-25,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 a8 25 ea bd 5c 9e-6a fd aa 1b c2 bd 08 9e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,148G,2002,eth0-00:50:56:a3:4b:54-192.168.53.229 eth0:1-00:50:56:a3:4b:54-192.168.53.196,4223a825eabd5c9e6afdaa1bc2bd089e,WBOB,VM,VM,VM,Development for all ICI Web projects,Development,3,Hosting,ICI,deanx032@umn.edu,deanx032,Yes,Yes,NA,NA
ici-ici-dev-cache-01.oit.umn.edu,10.32.136.141,rhel-x86_64-server-7,2017-04-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 28 b0 5f 72 ba 21-22 72 4d f5 6b e7 d3 53,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,422328b05f72ba2122724df56be7d353,WBOB,VM,VM,VM,varnish web cache,Development,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-ici-prd-cache-01.oit.umn.edu,128.101.122.130,rhel-x86_64-server-7,2017-04-25,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 21 d2 a7 b8 a2 84-f3 6a 9e 53 e2 d2 b1 ce,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1831,NA,422321d2a7b8a284f36a9e53e2d2b1ce,WBOB,VM,VM,VM,varnish web cache,Production,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-ici-qat-cache-01.oit.umn.edu,128.101.122.131,rhel-x86_64-server-7,2017-04-25,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4c bf cd eb 02 ea-17 cd ba 48 80 de 1d 55,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1831,NA,42234cbfcdeb02ea17cdba4880de1d55,WBOB,VM,VM,VM,varnish web cache,Test,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-intersect-prd-web-01.oit.umn.edu,128.101.122.125,rhel-x86_64-server-7,2017-04-17,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4a d1 7b 9b da 1a-ae 89 b4 1a d6 d0 6b 8e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,42234ad17b9bda1aae89b41ad6d06b8e,WBOB,VM,VM,VM,web server,Production,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-intersect-qat-web-01.oit.umn.edu,10.32.136.133,rhel-x86_64-server-7,2017-04-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 cd ac 24 4f 45 03-1d 45 88 5e b8 f4 d8 6c,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,4223cdac244f45031d45885eb8f4d86c,WBOB,VM,VM,VM,web server,Test,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-ripm-prd-web-01.oit.umn.edu,128.101.122.100,rhel-x86_64-server-7,2017-04-10,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 25 30 e9 5d 16 71-4f fd 6e 9e 2f 88 b5 a9,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,42232530e95d16714ffd6e9e2f88b5a9,WBOB,VM,VM,VM,web server,Production,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-ripm-qat-web-01.oit.umn.edu,10.32.136.132,rhel-x86_64-server-7,2017-04-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ce d2 96 fe cc 18-0f c1 a0 bb 56 cf df 68,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,4223ced296fecc180fc1a0bb56cfdf68,WBOB,VM,VM,VM,web server,Test,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-stats-dev-web-01.oit.umn.edu,10.32.136.136,rhel-x86_64-server-7,2017-04-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 c5 86 a7 8d db ec-76 ad ea 70 fa 12 b0 cb,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,984,NA,4223c586a78ddbec76adea70fa12b0cb,WBOB,NA,NA,NA,piwik web server,Development,3,Hosting,ICI,iciwebteam@umn.edu,jpwalz  deanx032  weste050  lawl0035,NA,NA,oit-hosting,Jointly Managed
ici-stats-prd-web-01.oit.umn.edu,128.101.122.129,rhel-x86_64-server-7,2017-04-20,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 bd 8d ff e9 02 6b-1f 75 ab 53 85 6f 69 ff,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,4223bd8dffe9026b1f75ab53856f69ff,WBOB,VM,VM,VM,piwik web server,Production,3,Hosting,ICI,jpwalz@umn.edu,jpwalz deanx032 weste050 lawl0035,No,No,oit-hosting,Jointly Managed
ici-web.oit.umn.edu,134.84.192.122,rhel-x86_64-server-6,2013-12-10,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 dc 9d c7 4f e3 13-88 eb ae 3a 8b e9 52 49,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,100G,1998,eth0-00:50:56:a3:79:57-134.84.192.122,4223dc9dc74fe31388ebae3a8be95249,WBOB,VM,VM,VM,ICI Host site under control new centralized framework,Production,NA,Hosting,Inst on Community Integration,iciwebteam@umn.edu,jpwalz deanx032 weste050 lawl0035,Yes,Yes,NA,NA
ici-webteam.oit.umn.edu,192.168.53.230,rhel-x86_64-server-6,2013-02-25,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 24 ab 70 9a 1a 18-88 c6 40 9d f4 89 3f df,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,148G,2002,eth0-00:50:56:a3:4b:55-192.168.53.230,422324ab709a1a1888c6409df4893fdf,WBOB,VM,VM,VM,ICI web hotel,Production,1,Hosting,ICI,deanx032@umn.eduiciwebteam@umn.edu,deanx032 jpwalz,Yes,Yes,NA,NA
ici-wordpressdev.oit.umn.edu,128.101.2.209,rhel-x86_64-server-6,2016-02-15,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 36 71 a1 e6 84 6c-a2 40 4b 5a b9 60 4d 73,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,60G,1869,eth0-00:50:56:a3:04:83-128.101.2.209,42233671a1e6846ca2404b5ab9604d73,WBOB,VM,VM,VM,Wordpress,Development,NA,Hosting,ICI,iciwebteam@umn.edu,jpwalz deanx032 weste050 lawl0035,Yes,Yes,NA,NA
ici-wordpress.oit.umn.edu,128.101.2.185,rhel-x86_64-server-6,2015-07-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 d6 c7 5a a1 7a 82-c8 7f 21 7c 2f b5 c8 c7,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,60G,1998,eth0-00:50:56:a3:09:c4-128.101.2.185,4223d6c75aa17a82c87f217c2fb5c8c7,WBOB,VM,VM,VM,Wordpress,Production,NA,Hosting,ICI,iciwebteam@umn.edu,jpwalz deanx032 weste050 lawl0035,Yes,Yes,NA,NA
idm-dist.oit.umn.edu,192.168.53.76,rhel-x86_64-server-7,2017-04-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4f 73 05 49 63 d4-dd 6b f6 e6 71 12 03 14,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,984,NA,42234f73054963d4dd6bf6e671120314,WBOB,VM,VM,VM,IDM App/Config Distribution server,Production,3,Identity Management,OIT,idm-mon@umn.edu,cab kor reeve011 hemme003 paulr sfs,No,Yes,oit-hosting,Fully Managed
idm-dropbox.oit.umn.edu,134.84.231.6,rhel-x86_64-server-6,2013-04-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 eb 2f b6 3d d5 34-3a 54 48 37 c7 79 5c dc,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,50G,1998,eth0-00:50:56:a3:2a:e5-134.84.231.6,4223eb2fb63dd5343a544837c7795cdc,WBOB,VM,VM,VM,Dropbox for file exchange for data feeds to/from X.500 database,Production,1,Identity Management,OIT,idm@umn.edu,cab kor jtw pmoore,Yes,Yes,NA,NA
idm-mon.oit.umn.edu,134.84.192.91,rhel-x86_64-server-6,2013-07-01,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 3d e5 71 7c d1 4f-6b 9d d7 8f 82 27 22 9c,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,85G,2006,eth0-00:50:56:a3:39:c8-134.84.192.91,42233de5717cd14f6b9dd78f8227229c,WBOB,NA,NA,VM,Metrics collection and realtime graphing,Test,3,Identity Management,OIT,idm@umn.edu,cab kor pmoore reeve011 hemme003,Yes,Yes,NA,NA
idm-ui-p0.oit.umn.edu,134.84.192.13,rhel-x86_64-server-6,2015-11-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4c a4 83 d6 a3 c0-5d 34 ad 18 d3 8f 16 22,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,40G,1869,eth1-00:50:56:a3:72:b7-134.84.135.32 eth0-00:50:56:a3:3e:78-134.84.192.13,42234ca483d6a3c05d34ad18d38f1622,TelecomB,VM,VM,VM,Web server for IDM user interface,Production,NA,Identity Management,OIT,idm@umn.edu,cab kor pmoore konop039 reeve011 hemme003,Yes,Yes,NA,NA
idm-ui-p1.oit.umn.edu,134.84.192.87,rhel-x86_64-server-6,2013-08-14,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 61 84 de 72 5a c5-32 3b 39 d7 57 78 df b3,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,40G,1869,eth0-00:50:56:a3:59:52-134.84.192.87,42236184de725ac5323b39d75778dfb3,WBOB,VM,VM,VM,Web server for IDM user interface,Production,1,Identity Management,OIT,idm@umn.edu,cab kor pmoore konop039 reeve011 hemme003,Yes,Yes,NA,NA
idm-ui-p2.oit.umn.edu,134.84.192.88,rhel-x86_64-server-6,2013-08-14,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 7d cc 4f 08 83 e2-fe 70 76 88 ba 67 d8 4d,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,40G,1869,eth0-00:50:56:a3:7f:cb-134.84.192.88,42237dcc4f0883e2fe707688ba67d84d,TelecomB,VM,VM,VM,Web server for IDM user interface,Production,1,Identity Management,OIT,idm@umn.edu,cab kor pmoore konop039 reeve011 hemme003,Yes,Yes,NA,NA
idm-ui-t1.oit.umn.edu,134.84.192.83,rhel-x86_64-server-6,2013-06-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 86 41 5d 94 0f 4b-ba eb bc 56 54 16 ec 5f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,40G,1998,eth0-00:50:56:a3:63:a7-134.84.192.83,422386415d940f4bbaebbc565416ec5f,TelecomB,VM,VM,VM,Web server for IDM user interface (e.g. dirtools),Test,3,Identity Management,OIT,idm@umn.edu,cab kor pmoore konop039 reeve011 hemme003,Yes,Yes,NA,NA
ima-alumni.oit.umn.edu,134.84.192.193,rhel-x86_64-server-6,2015-01-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 1d 47 dd 24 0c fc-45 4f 17 ef 89 21 f6 33,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1998,eth0-00:50:56:a3:04:0e-134.84.192.193,42231d47dd240cfc454f17ef8921f633,WBOB,VM,VM,VM,Web Host,Production,NA,Hosting,Institute for Mathematics and its Applications,sys@ima.umn.edu,golle007 sull0153,Yes,Yes,NA,NA
infotech-sv-01.ggnet.umn.edu,128.101.101.157,rhel-x86_64-server-6,2011-12-21,Dell Inc.,PowerEdge R610 Not Specified,3V8KML1,201001502,2013-01-13,NA,2010-01-13,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7853,eth1-00:21:9b:9a:2b:29-128.101.101.157 eth2-00:21:9b:9a:2b:2b-NA eth3-00:21:9b:9a:2b:2d-NA eth0-00:21:9b:9a:2b:27-192.168.245.193,NA,InfoTech,01-184-01-00174,184-174-10,1U,core - dns anycast  ntp,Production,1,Data Network,OIT,ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
infotech-sv-02.ggnet.umn.edu,192.168.245.197,rhel-x86_64-server-6,2012-04-25,Dell Inc.,PowerEdge R610 Not Specified,3VNHML1,201001501,2013-01-12,NA,2010-01-12,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7853,eth0-00:21:9b:9a:18:73-192.168.245.197 eth2-00:21:9b:9a:18:77-NA eth3-00:21:9b:9a:18:79-NA eth1-00:21:9b:9a:18:75-NA,NA,InfoTech,01-184-01-00174,184-174-10,1U,flow  log,Production,1,Data Network,OIT,ssb@umn.edu peiffer@umn.edu doit-nts@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
infotech-sv-49.ggnet.umn.edu,192.168.249.49,RHEL,2009-04-14,NA,NA,NA,NA,NA,NA,NA,Intel(R) Xeon(TM) CPU 2.80GHz,NA,1010,eth0-00:0e:0c:09:8a:d8-192.168.249.49 eth1-00:0e:0c:09:8a:d9-192.168.199.1,NA,InfoTech,01-184-01-00174,184-174-06,1u,wired  captive portal,Production,1,Data Network,OIT-NTS,doit-nts@umn.edu,ssb peiffer buerge,NA,NA,NA,NA
int-ntapi.oit.umn.edu,10.32.38.2,rhel-x86_64-server-7,2015-07-22,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 94 59 13 2c 8c 0e-8a 99 f5 56 5b 73 a2 62,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3792,NA,42239459132c8c0e8a99f5565b73a262,WBOB,VM,VM,VM,ntstools,Development,2,Hosting,ntstools,support@software.umn.edu,lars3064 ryan ejolsen probs007 myer0244,No,Yes,NA,NA
int-nttools.oit.umn.edu,10.32.38.1,rhel-x86_64-server-7,2015-07-22,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 a5 67 84 5e 93 28-a2 af 83 b5 10 42 45 37,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3792,NA,4223a567845e9328a2af83b510424537,WBOB,VM,VM,VM,ntstools,Development,2,Hosting,ntstools,support@software.umn.edu,swadm@umn.edu,No,Yes,NA,NA
ione-socialpackagedelivery.oit.umn.edu,134.84.192.167,rhel-x86_64-server-6,2014-04-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 79 1f 27 2f 4d 3f-43 c0 ef 20 cf e2 98 04,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,50G,1998,eth0-00:50:56:a3:74:a0-134.84.192.167,4223791f272f4d3f43c0ef20cfe29804,WBOB,VM,VM,VM,Web application and data repository,Production,NA,Hosting,CFANS,mjn@umn.edu,mjn,Yes,Yes,NA,NA
it-moodle-dev-26-cache-01.oit.umn.edu,192.168.216.22,rhel-x86_64-server-6,2014-06-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f0 d2 d0 6c fb 3e-84 4d 91 d3 45 e1 8b b7,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz,60G,3953,eth0-00:50:56:a3:3b:7b-192.168.216.22,4223f0d2d06cfb3e844d91d345e18bb7,WBOB,VM,VM,VM,memcache and mongoDB server,Development,NA,Academic Technology Tools,OIT,swadm@umn.edu,lars3064 myer0244 ryan ejolsen kerzn002,Yes,Yes,NA,NA
jira.oit.umn.edu,134.84.192.177,rhel-x86_64-server-6,2014-10-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 60 e0 d6 61 ec cb-9d 17 2f ec 52 81 75 13,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,65G,3953,eth0-00:50:56:a3:7a:10-134.84.192.177,422360e0d661eccb9d172fec52817513,WBOB,VM,VM,VM,Web Host,Production,NA,Academic Technology Tools,OIT,swadm@umn.edu,lars3064 ejolsen myer0244 ryan kerzn002,Yes,Yes,NA,NA
js-prd03.oit.umn.edu,192.168.53.78,rhel-x86_64-server-6,2014-02-07,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 2f 37 2d 47 61 18-b0 f3 2b f8 17 d8 76 6b,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,65G,7993,eth0-00:50:56:a3:10:fc-192.168.53.78,42232f372d476118b0f32bf817d8766b,WBOB,VM,VM,VM,Data center ops - batch scheduling,Production,NA,Data Center Operations,OIT,and03755@umn.edu oia-prdsch@umn.edu,lars3064 myer0244 ryan ejolsen,Yes,Yes,NA,NA
js-prd04.oit.umn.edu,192.168.53.97,rhel-x86_64-server-6,2014-02-07,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 2e 28 5d 32 bd ee-57 86 17 39 df e5 74 bd,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,60G,7993,eth0-00:50:56:a3:71:4a-192.168.53.97,42232e285d32bdee57861739dfe574bd,WBOB,VM,VM,VM,Datacenter ops - batch scheduling,Production,NA,Data Center Operations,OIT,swadm@umn.edu oia-prdsch@umn.edu,lars3064 myer0244 ryan ejolsen,Yes,Yes,NA,NA
js-prd05.oit.umn.edu,192.168.53.236,rhel-x86_64-server-6,2015-10-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 5c a1 d4 4f 09 60-ba 99 be aa 26 51 bd 09,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,125G,7993,eth0-00:50:56:a3:59:34-192.168.53.236,42235ca1d44f0960ba99beaa2651bd09,WBOB,VM,VM,VM,will host the application WAAE 11.3.6,Production,NA,Data Center Operations,OIT - SWA,swadm@umn.edu oia-prdsch@umn.edu,myer0244 ejolsen lars3064 ryan probs007,Yes,Yes,NA,NA
js-prd06.oit.umn.edu,192.168.53.235,rhel-x86_64-server-6,2015-10-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 c5 02 fa 34 3c 1a-82 ed ce 7a fa 03 dc 11,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,125G,7993,eth0-00:50:56:a3:6b:af-192.168.53.235,4223c502fa343c1a82edce7afa03dc11,WBOB,VM,VM,VM,will host the application WAAE 11.3.6,Production,NA,Data Center Operations,OIT - SWA,swadm@umn.edu oia-prdsch@umn.edu,myer0244 ejolsen lars3064 ryan probs007,Yes,Yes,NA,NA
js-prd07.oit.umn.edu,192.168.216.79,rhel-x86_64-server-6,2015-12-09,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 bf ab 25 38 c3 d9-ff cc 75 f1 24 8a da b2,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,125G,7864,eth0-00:50:56:a3:16:de-192.168.216.79,4223bfab2538c3d9ffcc75f1248adab2,WBOB,VM,VM,VM,will host the application WAAE 11.3.6,Production,NA,Data Center Operations,OIT - SWA,swadm@umn.edu oia-prdsch@umn.edu,myer0244 ejolsen lars3064 ryan probs007,Yes,Yes,NA,NA
js-tst03.oit.umn.edu,192.168.216.9,rhel-x86_64-server-6,2013-09-04,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 fe 08 f0 9c a9 61-2d 04 3c 2c 83 9d 4d b0,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,100G,3954,eth0-00:50:56:a3:67:e4-192.168.216.9,4223fe08f09ca9612d043c2c839d4db0,WBOB,VM,VM,VM,Autosys 11.3.5 web components,Test,3,Data Center Operations,OIT Environment Management,swadm@umn.edu oia-prdsch@umn.edu,lars3064 myer0244 ryan ejolsen,Yes,No,NA,NA
js-tst04.oit.umn.edu,192.168.216.10,rhel-x86_64-server-6,2013-09-04,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 31 5c b4 34 a1 99-27 01 66 fc 9e 54 30 cb,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,100G,3954,eth0-00:50:56:a3:2a:d3-192.168.216.10,4223315cb434a199270166fc9e5430cb,WBOB,VM,VM,VM,Autosys 11.3.5 web components,Test,3,Data Center Operations,OIT Environment Management,swadm@umn.edu oia-prdsch@umn.edu,lars3064 myer0244 ryan ejolsen,Yes,No,NA,NA
js-tst05.oit.umn.edu,192.168.53.9,rhel-x86_64-server-6,2015-10-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 02 e0 f6 21 89 6a-43 a4 8e 41 21 ec 6e 58,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,125G,7864,eth0-00:50:56:a3:70:ac-192.168.53.9,4223976f4633c5dce72c0bb9afd5873b,TelecomB,VM,VM,VM,will host the application WAAE 11.3.6,Test,NA,Data Center Operations,OIT - SWA,swadm@umn.edu oia-prdsch@umn.edu,myer0244 ejolsen lars3064 ryan probs007,Yes,Yes,NA,NA
js-tst06.oit.umn.edu,192.168.53.127,rhel-x86_64-server-6,2015-10-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 31 d8 c8 8f 81 f3-75 b1 6e ef 53 c9 bb ec,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,125G,3954,eth0-00:50:56:a3:2f:fe-192.168.53.127,422331d8c88f81f375b16eef53c9bbec,TelecomB,VM,VM,VM,will host the application WAAE 11.3.6,Test,NA,Data Center Operations,OIT - SWA,swadm@umn.edu oia-prdsch@umn.edu,myer0244 ejolsen lars3064 ryan probs007,Yes,Yes,NA,NA
js-tst07.oit.umn.edu,192.168.216.78,rhel-x86_64-server-6,2015-12-09,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ff cb 0d 4c d8 ba-f4 da 83 d1 9a 2f 83 00,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,125G,3825,eth0-00:50:56:a3:6a:b7-192.168.216.78,4223ffcb0d4cd8baf4da83d19a2f8300,WBOB,VM,VM,VM,will host the application WAAE 11.3.6,Test,NA,Data Center Operations,OIT - SWA,swadm@umn.edu oia-prdsch@umn.edu,myer0244 ejolsen lars3064 ryan probs007,Yes,Yes,NA,NA
kolth-sv-01.ggnet.umn.edu,128.101.101.49,rhel-x86_64-server-6,2012-03-23,Dell Inc.,PowerEdge R610 Not Specified,CTCNQL1,201002385,2013-04-15,NA,2010-04-15,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7854,eth0-00:21:9b:9e:59:76-192.168.245.49 eth3-00:21:9b:9e:59:7c-NA eth2-00:21:9b:9e:59:7a-NA eth1-00:21:9b:9e:59:78-128.101.101.49,NA,KoltH,01-122-0S-0S194,NA,1U,core - dns anycast  ntp,Production,1,Data Network,OIT,doit-nts@umn.edu ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
kolth-sv-02.ggnet.umn.edu,192.168.245.53,rhel-x86_64-server-6,2012-04-25,Dell Inc.,PowerEdge R610 Not Specified,CT5SQL1,201002422,2013-04-16,NA,2010-04-16,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7854,eth2-00:21:9b:9e:1e:f1-NA eth0-00:21:9b:9e:1e:ed-192.168.245.53 eth3-00:21:9b:9e:1e:f3-NA eth1-00:21:9b:9e:1e:ef-NA,NA,KoltH,01-122-0S-0S194,NA,1U,flow  log,Production,1,Data Network,OIT,doit-nts@umn.edu ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
langtest-rhel7.oit.umn.edu,128.101.122.45,rhel-x86_64-server-7,2017-02-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b0 89 aa 74 95 14-dd de c7 8b ad 68 0a e1,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,985,NA,4223b089aa749514dddec78bad680ae1,WBOB,VM,VM,VM,MLPE web server,Production,3,Hosting,LPT,ryan@umn.edu,ryan tram0004,No,Yes,oit-hosting,Fully Managed
law-drtdrupal.oit.umn.edu,134.84.192.47,rhel-x86_64-server-6,2013-04-10,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 99 35 9d 16 67 2d-d2 62 5e 22 b0 9b 10 a9,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,60G,3954,eth0-00:50:56:a3:4c:ca-134.84.192.47,422399359d16672dd2625e22b09b10a9,WBOB,VM,VM,VM,Drupal development/testing server,Development,3,Hosting,Law School,trex0003@umn.edu,trex0003@umn.edu,Yes,Yes,NA,NA
law-hrusa-prd-02.oit.umn.edu,128.101.122.88,rhel-x86_64-server-7,2017-02-21,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 de 8b 11 83 30 57-4c ad 57 c8 78 f8 7e 6b,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1831,NA,4223de8b118330574cad57c878f87e6b,WBOB,VM,VM,VM,Law school Human Rights site,Production,3,Hosting,LAW,krp@umn.edu,krp pjmccabe,No,Yes,oit-hosting,Fully Managed
law-smartrac-dev.oit.umn.edu,134.84.212.94,rhel-x86_64-server-7,2016-05-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 0f 90 75 02 e5 d1-b0 77 a4 12 48 aa 99 b5,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7823,NA,42230f907502e5d1b077a41248aa99b5,WBOB,VM,VM,VM,smartrac application,Development,2,Hosting,Law,kulka182@umn.edu,kulka182@umn.edu gedas@umn.edu kangx385@umn.edu,No,Yes,NA,NA
